eva,ds100,lat,lon,name,is_active_ris,is_active_iris,meta_evas,available_transports,number_of_events
8012072,DKOH,50.919445,14.078899,Königstein(Sächs Schw),True,True,[8070292],['REGIONAL_TRAIN' 'CITY_TRAIN'],51942.0
733693,,52.664394,13.284454,"Berliner Str., Hohen Neuendorf",True,False,[],['BUS'],
101037,,49.857288,8.495334,"Wolfskehlen Brienner Straße, Riedstadt",True,False,[],['BUS'],
103687,D103687,51.226475,9.671262,"Eschenstruth Bahnhof, Helsa",True,True,[],['BUS' 'SHUTTLE'],1048.0
142800,D142800,53.762206,10.32685,"Sattenfelde Bahnhof Kupfermühle, Tremsbüttel",True,True,[8003478],['REGIONAL_TRAIN'],
8004298,MNK,48.517679,13.370103,Neukirchen(Inn),True,True,[],['REGIONAL_TRAIN'],22688.0
8800264,XBCE,50.60792,5.616429,Chenee,True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],21248.0
8102020,PABGK,48.77661,14.9828866,Gmünd NÖ Böhmzeil,True,True,[],['REGIONAL_TRAIN'],686.0
8089061,BFOH,52.632758,13.289934,Berlin-Frohnau,True,True,[],['CITY_TRAIN'],132830.0
8100489,XAMF,48.073076,13.180215,Munderfing,True,True,[],['REGIONAL_TRAIN'],20667.0
8100807,OAFRR,48.285926,14.323549,Linz/Donau Franckstraße,True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],2884.0
455375,KOL P,50.301615,7.604339,"Oberlahnstein Salhofplatz, Lahnstein",True,True,[8004550 8075954],['REGIONAL_TRAIN' 'BUS'],
620127,,48.118382,11.699506,"Gronsdorf, Haar",True,False,[],['BUS'],
8100497,XAAM,47.109944,9.866123,St. Anton im Montafon,True,True,[],['CITY_TRAIN'],15030.0
8010317,DSB,50.528427,11.961259,Schönberg(Vogtl),True,True,[],['REGIONAL_TRAIN'],11782.0
8071499,FGOES,50.597323,8.923239,Göbelnrod Schützenstraße,True,True,[],[],
8004223,SNF,50.091053,7.139418,Neef,True,True,[],['REGIONAL_TRAIN'],26578.0
8500121,OSCOU,47.335185,7.29153,Courfaivre,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],14072.0
8011306,BFRI,52.520373,13.3872056,Berlin Friedrichstraße,True,True,[8089066],['REGIONAL_TRAIN' 'CITY_TRAIN'],191764.0
495342,D495342,53.931406,9.74748,"Bahnhof, Wrist",True,True,[8006572],['REGIONAL_TRAIN'],
8500127,OSCUM,47.455878,7.055507,Courtemaîche,True,True,[],['REGIONAL_TRAIN'],14032.0
8000778,MBHM,48.680333,10.809972,Bäumenheim,True,True,[783612],['REGIONAL_TRAIN'],31132.0
8702033,XFJ,43.738699,1.371535,St-Jory(Toulouse),True,True,[],['REGIONAL_TRAIN'],
7900148,OJMAS,46.554374,15.6348595,Maribor Studenci,True,True,[],['REGIONAL_TRAIN'],4354.0
8100050,XAMS,47.358585,12.810197,Maishofen-Saalbach,True,True,[],['INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],4816.0
8007834,KTUM,50.764071,6.488009,Niederau-Tuchmühle,True,True,[],['REGIONAL_TRAIN'],37410.0
110354,,51.373128,7.13742,"Nierenhof Busbahnhof, Velbert",True,False,[],['BUS'],
8006455,NWIG,49.246573,12.670073,Willmering,True,True,[],['REGIONAL_TRAIN'],10848.0
8002816,KMK,50.886962,6.119504,Herzogenrath-August-Schmidt-Platz,True,True,[],['REGIONAL_TRAIN'],47532.0
8070532,ASCB,54.387049,10.3751922,Schönberg(Holstein),True,True,[],[],
8000159,HHLM,52.222086,11.010553,Helmstedt,True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],37730.0
8017026,LSTH,51.698595,11.132586,Sternhaus-Haferfeld,True,True,[],['REGIONAL_TRAIN'],7450.0
500762,,48.064716,8.551351,"Schwenningen Rottweiler Hof, Villingen-Schwenninge",True,False,[],['BUS' 'SHUTTLE'],
8000533,MATM,47.999817,12.536027,Altenmarkt(Alz),True,True,[],['REGIONAL_TRAIN'],13920.0
8011909,LHZ,51.780291,13.114137,Holzdorf(Elster),True,True,[],['REGIONAL_TRAIN'],15249.0
8507480,XSRC,46.625253,7.68982,Reichenbach im Kandertal,True,True,[],['REGIONAL_TRAIN'],128.0
8073191,D8073191,54.405253,13.6012,Ostseebad Binz Bahnhof (Dollahner Str),True,True,[8011191],['INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN'],3.0
8004928,MRMB,48.01964,12.146704,Ramerberg,True,True,[],['REGIONAL_TRAIN'],21310.0
8503020,XSZR,47.385198,8.517126,Zürich Hardbrücke,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],472.0
8074480,FOHSH,50.4475048,7.9575254,Dreikirchen Hauptstraße,True,True,[],[],
8011573,UFB B,51.209079,11.767313,Freyburg(Unstrut),True,True,[],['REGIONAL_TRAIN'],23971.0
8005557,NSDF,49.50635,10.875519,Siegelsdorf,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],74329.0
5100046,XPO,50.661515,17.925863,Opole Glowne,True,True,[],['INTERCITY_TRAIN'],4120.0
320034,WSS B,53.571294,11.388679,Schwerin (Meckl) Süd (NVS),True,True,[],[],
8400179,ONDD,52.140375,5.242561,Den Dolder,True,True,[],['REGIONAL_TRAIN'],
8012628,BPE,51.316536,14.751237,Petershain,True,True,[],['REGIONAL_TRAIN'],14306.0
8012533,UORO,50.849861,10.214108,Oberrohn,True,True,[],['REGIONAL_TRAIN'],25316.0
8173579,PAATE,47.276787,11.242902,"Abzw. Hochzirl, Zirl (A)",True,True,[],[],
8101975,PAPR,47.891772,15.945687,Pernitz Raimundviertel,True,True,[],['REGIONAL_TRAIN'],
8002843,AHPF,53.623301,9.310465,Himmelpforten,True,True,[],['REGIONAL_TRAIN'],26132.0
8007482,SRAM,49.456368,7.548373,Miesenbach,True,True,[],['REGIONAL_TRAIN'],23258.0
8017421,DNK K,50.772286,12.903751,Klaffenbach Hp,True,True,[],['REGIONAL_TRAIN'],40078.0
8502237,XSLP,47.445189,8.214974,Lupfig,True,True,[],['CITY_TRAIN'],
8602175,XDSG,56.043565,9.924497,Skanderborg st,True,True,[],[],1166.0
8011956,UJP,50.924856,11.587461,Jena Paradies,True,True,[],['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'REGIONAL_TRAIN'],61126.0
8003173,SKAZ,49.669359,6.573666,Kanzem,True,True,[],['REGIONAL_TRAIN'],30680.0
571364,D571364,48.519342,8.117882,"Lautenbach(Renchtal) Kirche, Lautenbach",True,True,[],['BUS'],48.0
750070,D750070,48.428917,8.202475,"Bad Peterstal Bahnhof, Bad Peterstal-Griesbach",True,True,[],['BUS'],98.0
8071459,LLMKA,51.338878,12.381469,Leipzig Augustusplatz,True,True,[],[],
8400133,ONBRU,52.170432,4.990432,Breukelen,True,True,[],['REGIONAL_TRAIN'],
8012811,UROT,50.851148,11.609223,Rothenstein(Saale),True,True,[],['REGIONAL_TRAIN'],40364.0
5400554,OTBTC,48.916513,16.85154,Boretice,True,True,[],['REGIONAL_TRAIN'],8522.0
8400542,XNRL,51.880368,4.530773,Rotterdam Lombardijen,True,True,[],['REGIONAL_TRAIN'],
8400659,ONVOS,52.125723,4.43303,Voorschoten,True,True,[],['REGIONAL_TRAIN'],
8070252,FALH,49.6448881,8.09432745,Albisheim(Pfrimm),True,True,[],['REGIONAL_TRAIN'],
101304,FFESH,50.148064,8.666205,"Hügelstraße, Frankfurt a.M.",True,True,[],['SUBWAY' 'BUS'],122.0
731495,D731495,52.437316,13.231923,"Mexikoplatz (S), Berlin",True,True,[],['BUS'],
5401234,OTHKT,49.309321,18.119991,Huslenky zast.,True,True,[],['REGIONAL_TRAIN'],11014.0
8701544,XFMSS,49.747193,3.769577,Marle-sur-Serre,True,True,[],[],
8003507,RLAD,49.1891647,8.1141758,Landau(Pfalz)Süd,True,True,[],['REGIONAL_TRAIN'],23690.0
705309,,53.617363,10.679759,"Grambeker Weg, Mölln (Kreis Hzgt Lauenburg)",True,False,[],['BUS'],
8700380,XFVE,45.705617,4.88806,Venissieux,True,True,[],['REGIONAL_TRAIN'],
5100228,XPDB,50.054415,21.405566,Debica,True,True,[],['INTERCITY_TRAIN'],3296.0
8000789,RBSS,48.51061,8.375858,Baiersbronn Schule,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],28012.0
8600146,ODAV,56.264128,8.787454,Aulum st,True,True,[],[],
8002051,FFAW,50.0984534,8.5283196,Frankfurt-Höchst Farbwerke,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],154086.0
8001909,EEKB,51.493609,7.046744,Essen-Zollverein Nord,True,True,[],['REGIONAL_TRAIN'],44524.0
8003124,HJ,53.568715,7.89298,Jever,True,True,[],['REGIONAL_TRAIN'],22228.0
8012788,LROI,51.5706549,12.2631884,Roitzsch(Bitterf),True,True,[8071713],['REGIONAL_TRAIN' 'CITY_TRAIN'],40464.0
303619,,50.92119,14.140848,"Elbbrücke, Bad Schandau",True,False,[],['FERRY'],
976915,,51.351813,14.595458,"Jahmen Klitten, Boxberg/O.L.",True,False,[],['BUS'],
8071211,FHEDM,51.38998,9.763732,Hedemünden Mündener Straße,True,True,[],[],318.0
8001729,EEFD,50.847299,7.987071,Eiserfeld(Sieg),True,True,[],['REGIONAL_TRAIN'],45518.0
8001030,EBKP,51.695217,6.613118,Wesel-Blumenkamp,True,True,[],['REGIONAL_TRAIN'],24620.0
203523,,52.69063,13.277769,"Kirche, Birkenwerder",True,False,[],[],
203523,,52.69063,13.277769,"Ried Staatsstraße 2035, Ehekirchen",False,False,[],['BUS'],
8701994,XFLST,46.239645,1.492611,La Souterraine,True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],
362106,,49.03395,8.338234,"Knielingen Eggensteiner Straße, Karlsruhe",True,False,[],['BUS'],
8003630,ELBK,51.751244,7.02548,Lembeck,True,True,[],['REGIONAL_TRAIN'],20654.0
8006554,NWM,50.094508,9.734893,Wolfsmünster,True,True,[],['REGIONAL_TRAIN'],16828.0
8070567,MWTD,49.043792,10.607434,Wassertrüdingen,True,True,[],['REGIONAL_TRAIN'],5913.0
8079226,PSIXQ,47.549145,7.692743,Wyhlen Hebelschule,True,True,[],['BUS'],
723996,PQBUE,48.697859,8.130714,"Bahnhof, Bühl",True,True,[8001252],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],2882.0
8500212,XSOE,47.285035,7.70987,Oensingen,True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],
8700128,XFAL,45.673624,6.383619,Albertville,True,True,[],['HIGH_SPEED_TRAIN' 'REGIONAL_TRAIN'],
8001290,NBUR,50.27434,10.184441,Burglauer,True,True,[],['REGIONAL_TRAIN'],23870.0
501994,D501994,47.556766,7.784821,"Busbahnhof, Rheinfelden (Baden)",True,True,[8005064],['REGIONAL_TRAIN' 'BUS'],6.0
8005811,ESYH,51.77176,7.226526,Sythen,True,True,[],['REGIONAL_TRAIN'],45220.0
8004880,NPS,49.76407,11.939142,Pressath,True,True,[],['REGIONAL_TRAIN'],22167.0
8012908,DSCK,50.395988,12.343357,Schöneck(Vogtl),True,True,[],['REGIONAL_TRAIN'],20431.0
8001890,HESO,53.636214,7.616211,Esens(Ostfriesl),True,True,[],['REGIONAL_TRAIN' 'BUS'],11300.0
8100424,OAML,47.833902,16.460058,Müllendorf,True,True,[],['REGIONAL_TRAIN'],5428.0
828413,,48.795246,8.72946,"Monbachtal, Bad Liebenzell",True,False,[],['REGIONAL_TRAIN' 'BUS'],
8002319,AGK,54.118755,9.470081,Gokels,True,True,[],['REGIONAL_TRAIN'],12418.0
8400076,PNABH,52.298106,4.960032,Amsterdam Holendrecht,True,True,[],['REGIONAL_TRAIN'],
8013398,UZE,50.754927,11.508263,Zeutsch,True,True,[],['REGIONAL_TRAIN'],27416.0
8100017,XAAT,48.012801,13.720719,Attnang-Puchheim,True,True,[],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN']",61321.0
8005670,NSFN,50.108258,10.994239,Bad Staffelstein,True,True,[],['REGIONAL_TRAIN'],64040.0
8011578,UFR,50.862151,10.576685,Friedrichroda,True,True,[],['REGIONAL_TRAIN'],12073.0
5403016,XTSVJ,50.198334,13.632264,Svojetin,True,True,[],['REGIONAL_TRAIN'],8544.0
8601309,XDKH,55.672722,12.564617,Koebenhavn H,True,True,[],['INTERCITY_TRAIN'],3682.0
8000149,EHM,51.678078,7.807821,Hamm(Westf)Hbf,True,True,[],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN']",215323.0
546312,D546312,50.355421,11.687621,"Marxgrün Abzw. Bahnhof, Naila",True,True,[],['BUS'],584.0
8005030,EREK,51.801846,7.049956,Reken,True,True,[],['REGIONAL_TRAIN'],20582.0
378621,,49.004594,8.411851,"Philipp-Reis-Straße, Karlsruhe",True,False,[],[],
378621,,49.004594,8.411851,"3786 Kayl, Rue des Martyrs",False,False,[],[],
8003878,NMER,49.492675,10.658449,Markt Erlbach,True,True,[],['REGIONAL_TRAIN'],13299.0
716135,FKUNK,51.313464,9.509256,"Unterneustädter Kirchplatz, Kassel",True,True,[],['CITY_TRAIN' 'TRAM' 'BUS'],3120.0
8000076,ESOT,51.578419,8.104589,Soest,True,True,[],['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'REGIONAL_TRAIN'],88577.0
8000728,FBNA,50.367904,8.749334,Bad Nauheim,True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],89562.0
5403620,OTZUP,49.550699,13.574198,Zdirec u Plzne,True,True,[],['REGIONAL_TRAIN'],12276.0
8070278,TNEE,48.8172,8.577871,Neuenbürg(Enz)-Rotenbach Eyachbrücke,True,True,[],['CITY_TRAIN'],32988.0
5499753,PTLKB,50.776866,14.98798,Liberec-Karlov BUS,True,True,[5401443],['REGIONAL_TRAIN'],
8012407,DMUL,50.808999,13.413153,Mulda(Sachs),True,True,[],['REGIONAL_TRAIN'],19268.0
8010376,BWG,52.098825,12.431213,Wiesenburg(Mark),True,True,[],['REGIONAL_TRAIN'],24390.0
8071092,FLUTG,51.3736,9.615297,Lutterberg Göttinger Straße,True,True,[],[],
5403656,OTBJM,50.479002,14.939259,Bakov nad Jizerou m.,True,True,[],['REGIONAL_TRAIN'],9047.0
8005902,RTR,48.140004,8.236806,Triberg,True,True,[500856],['REGIONAL_TRAIN'],22583.0
5400962,XTFS,50.148295,12.335567,Zirovice-Seniky,True,True,[],['REGIONAL_TRAIN'],6746.0
8001618,FDTH,50.5643354,8.59857202,Dutenhofen(Wetzlar),True,True,[],['REGIONAL_TRAIN'],57075.0
8291601,PLL G,49.598611,6.133056,Luxembourg Gare,True,True,[8200100],['REGIONAL_TRAIN'],790.0
8003325,RKES,47.686129,7.524662,Kleinkems,True,True,[499546],['REGIONAL_TRAIN'],25840.0
5401450,OTKZA,49.350434,18.231256,Karolinka zast.,True,True,[],['REGIONAL_TRAIN'],11028.0
8100892,XAGI,47.28804,12.890462,Gries im Pinzgau,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],10896.0
8101793,XAWO,48.378181,16.512756,Wolkersdorf im Weinviertel,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],
8006062,AVLS,53.521703,10.013313,Hamburg-Veddel,True,True,[],['CITY_TRAIN'],299424.0
8006533,MWNS,48.731977,10.714478,Wörnitzstein,True,True,[784546],['REGIONAL_TRAIN'],21744.0
365495,D365495,53.881525,9.479284,"Bahnhof, Kremperheide",True,True,[8003431],['REGIONAL_TRAIN' 'BUS'],64.0
953421,LMN S,52.149856,11.654104,"Stendaler Str., Magdeburg",True,True,[],['TRAM' 'BUS'],
8006191,KWAP,50.5325118,7.07847834,Walporzheim,True,True,[459100],['REGIONAL_TRAIN'],14868.0
8400644,XNVL,51.364407,6.171838,Venlo,True,True,[],['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'REGIONAL_TRAIN'],15819.0
8601509,XDLD,55.756144,8.36395,Lunde J st,True,True,[],[],1076.0
222001,D222001,48.07663,11.6601,Neubiberg,True,True,[8004252],['REGIONAL_TRAIN'],68.0
8705312,PFHO,48.628623,7.757942,Hoenheim-Tram,True,True,[],['REGIONAL_TRAIN'],816.0
950698,D950698,48.92929,12.015653,"Poikam Ortsmitte, Bad Abbach",True,True,[8004853],['REGIONAL_TRAIN' 'BUS'],1272.0
362936,D362936,54.16565,13.258406,"Jeeser Bahnhof, Sundhagen",True,True,[8011953],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],274.0
8006629,RWY,47.546328,7.690918,Wyhlen,True,True,[],['REGIONAL_TRAIN'],35188.0
8003033,RHTT,49.197162,8.472636,Huttenheim,True,True,[],['CITY_TRAIN'],31168.0
713056,FKPDE,51.310787,9.513099,"Platz der Deutschen Einheit, Kassel",True,True,[],['CITY_TRAIN' 'TRAM' 'BUS' 'SHUTTLE'],3120.0
8003165,HKAW,52.480085,9.736342,Langenhagen-Kaltenweide,True,True,[],['CITY_TRAIN'],44926.0
8004306,RND,49.341553,8.157061,Neustadt(Weinstr) Süd,True,True,[],['REGIONAL_TRAIN'],44720.0
801042,D801042,48.234743,9.6946,"Bahnhof, Rottenacker",True,True,[8005195],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],79.0
8007768,HNDM,53.624315,7.158806,Norddeich Mole,True,True,[ 601065 8004449],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'FERRY']",11712.0
8400722,ONLJ,53.014688,5.615899,IJlst,True,True,[],['REGIONAL_TRAIN'],
5401992,XTMI,50.202554,13.667501,Milostin,True,True,[],['REGIONAL_TRAIN'],4472.0
459970,D459970,50.524911,6.991916,"Oberer Roßberg, Altenahr",True,True,[],['REGIONAL_TRAIN' 'BUS' 'SHUTTLE'],539.0
508987,D508987,49.430018,9.422474,"Bahnhof, Osterburken",True,True,[8000295],['REGIONAL_TRAIN' 'BUS'],1.0
5400094,XTSA,49.707382,18.06662,Studenka,True,True,[],[],
5603466,OTVBT,48.804938,17.528261,Vrbovce zast.,True,True,[],['REGIONAL_TRAIN'],3990.0
103194,D103194,50.430863,8.669179,"Kaiserstraße, Butzbach",True,True,[8001312],['REGIONAL_TRAIN' 'BUS'],
8509266,OSARD,46.77354,10.20105,Ardez,True,True,[],['REGIONAL_TRAIN'],
8013411,DZS,50.890238,14.814749,Zittau Süd,True,True,[],['REGIONAL_TRAIN'],6416.0
711180,FKHST,51.340266,9.48096,"Holländische Straße, Kassel",True,True,[],['CITY_TRAIN' 'TRAM' 'BUS' 'SHUTTLE'],41765.0
8500024,XSLS,47.470345,7.759763,Lausen(CH),True,True,[],['INTER_REGIONAL_TRAIN' 'CITY_TRAIN'],
8100548,XAAH,47.26903,11.352969,Allerheiligenhöfe,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],11002.0
8505302,OSMED,45.955927,8.948397,Melide,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],3365.0
8005214,RRZD,49.15159,8.279365,Rülzheim Freizeitzentrum,True,True,[371745],['CITY_TRAIN'],30604.0
5100237,XPLLC,50.673207,18.690039,Lubliniec,True,True,[],['INTER_REGIONAL_TRAIN'],
195398,D195398,53.566566,8.59904,"Bahnhof Lehe, Bremerhaven",True,True,[8001168],[],
8002537,HHAL,52.339122,7.945044,Halen,True,True,[],['REGIONAL_TRAIN'],26274.0
8003525,TLL,48.493333,10.125988,Langenau(Württ),True,True,[],['REGIONAL_TRAIN'],46840.0
701275,D701275,53.944841,10.251102,"Bahnhof, Fahrenkrug",True,True,[8001953],['REGIONAL_TRAIN' 'BUS'],7594.0
301404,,48.366002,9.941718,"S-Bahnhalt Ulm-Donautal, Ulm",True,False,[],['BUS'],
8005908,TTO,48.838365,10.401823,Trochtelfingen(b Bopfingen),True,True,[],['REGIONAL_TRAIN'],22454.0
5401881,OTLVS,49.242931,18.020408,Luzna u Vsetina,True,True,[],['REGIONAL_TRAIN'],11424.0
8303945,PIBC,46.4800782,11.3152742,Bolzano Casanova/Bozen Kaiserau,True,True,[],['REGIONAL_TRAIN'],166.0
8079035,RKMAK,49.009554,8.404555,Karlsruhe Marktplatz (Kaiserstraße),True,True,[],[],
752503,D752503,48.499209,9.377684,"Wasserfall, Bad Urach",True,True,[],['BUS' 'SHUTTLE'],176.0
8701518,OFMGV,43.785269,7.517245,Menton Garavan,True,True,[],['REGIONAL_TRAIN'],24240.0
8000353,TBG,48.278469,8.850307,Balingen(Württ),True,True,[750155],['REGIONAL_TRAIN'],39022.0
8006157,TWY,48.789185,9.637927,Waldhausen(b Schorndorf),True,True,[],['REGIONAL_TRAIN'],50122.0
8101352,OAPFT,48.018454,16.259136,Pfaffstätten,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],
8010142,UGM,50.532953,10.450512,Grimmenthal,True,True,[],['REGIONAL_TRAIN'],62919.0
701273,,53.940531,10.261005,"Boomgarden, Fahrenkrug",True,False,[],['BUS'],
8700277,XFCF,49.166483,5.868115,Conflans-Jarny,True,True,[],['REGIONAL_TRAIN'],
8000681,RBST,49.240196,9.060708,Babstadt,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],32056.0
364543,D364543,50.255306,8.916779,"Eichen Nidderau-Eichen Bahnhof, Nidderau",True,True,[],['BUS'],
8000212,KKRO,51.329749,6.61009,Krefeld-Oppum,True,True,[],['REGIONAL_TRAIN'],125400.0
390784,D390784,54.07481,9.98015,"ZOB/Bahnhof, Neumünster",True,True,[8000271],['REGIONAL_TRAIN'],
8400507,ONROA,51.951732,4.553518,Rotterdam Alexander,True,True,[],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],
720846,RKIT,49.097069,8.43033,"KIT-Campus Nord Bahnhof, Eggenstein-Leopoldshafen",True,True,[],['CITY_TRAIN'],791.0
5100014,XPGW,52.727753,15.229226,Gorzow Wlkp.,True,False,[],[],
5100014,XPGW,52.727753,15.229226,Gorzow Wielkopolski,False,True,[],[],
8007078,EGNP,50.78089,7.890486,Alsdorf(Westerw),True,True,[8002442],['REGIONAL_TRAIN'],22550.0
493017,D493017,47.81709,9.616708,"BOB-Bahnhof, Weingarten (Württ)",True,True,[8087067],['REGIONAL_TRAIN' 'BUS'],6.0
5401785,OTLSN,50.64753,15.212443,Lisny,True,True,[],['REGIONAL_TRAIN'],15434.0
8004343,ANB,54.789605,8.834572,Niebüll,True,True,[ 695300 8074343],['INTERCITY_TRAIN' 'REGIONAL_TRAIN'],52394.0
8012561,DODO,50.871548,14.767724,Olbersdorf Oberdorf,True,True,[],['REGIONAL_TRAIN'],6414.0
8502119,XSLB,47.391303,8.170585,Lenzburg,True,True,[],['INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],652.0
8002967,AHES,53.284812,9.870008,Holm-Seppensen,True,True,[],['REGIONAL_TRAIN'],26862.0
8000075,SDL,49.35271,6.72215,Dillingen(Saar),True,True,[],['REGIONAL_TRAIN'],79905.0
362007,D362007,48.143342,11.549253,"Hackerbrücke, München",True,True,[8004129],['REGIONAL_TRAIN'],1482.0
8003299,MKIS,48.300922,10.959553,Kissing,True,True,[],['REGIONAL_TRAIN'],108346.0
8071031,NZA K,50.018087,10.931325,Zapfendorf Kirche,True,True,[],[],8.0
801451,D801451,48.514656,9.624465,"Rathaus, Westerheim (Württ)",True,True,[],['BUS' 'SHUTTLE'],
8071234,KKAIB,51.215579,6.629467,Kaarst IKEA Bruchweg,True,True,[],[],
8000299,TPH,48.894152,8.703099,Pforzheim Hbf,True,True,[8089428  940370],['INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN'],131762.0
712198,D712198,51.135412,9.549449,"Am Huberg, Melsungen",True,True,[8003971],['REGIONAL_TRAIN' 'BUS'],344.0
8002210,MGIB,48.109157,11.324847,Geisenbrunn,True,True,[153598 153599],['REGIONAL_TRAIN' 'CITY_TRAIN'],79344.0
8079044,DSTLG,51.039094,14.090111,Stolpen Langenwolmsdorf Aue,True,True,[],[],500.0
5500127,XMKR,47.016127,16.597209,Körmend,True,True,[],['INTERCITY_TRAIN'],2330.0
5600195,,48.369487,17.584158,Trnava,True,False,[],[],102.0
8001495,MDO,48.871425,11.079009,Dollnstein,True,True,[],['REGIONAL_TRAIN'],26698.0
559668,D559668,48.773564,9.174602,"Wilhelmsbau, Stuttgart",True,True,[8006700],['REGIONAL_TRAIN' 'BUS'],1922.0
8002699,THST,49.151601,9.220598,Heilbronn Sülmertor,True,True,[8072722],['REGIONAL_TRAIN' 'CITY_TRAIN'],33654.0
8101180,XALAA,48.723783,16.402639,Laa/Thaya,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],
8003516,SLWR,49.352246,7.119316,Landsweiler-Reden,True,True,[],['REGIONAL_TRAIN'],47282.0
695941,D695941,54.323073,8.949832,"Multimar Wattforum, Tönning",True,True,[],['BUS' 'SHUTTLE'],
5401903,OTMAC,50.739214,14.023698,Male Chvojno,True,True,[],['REGIONAL_TRAIN'],1036.0
372032,D372032,51.354574,7.45316,"Akku Hawker, Hagen (Westf)",True,True,[8006712],['REGIONAL_TRAIN' 'BUS'],4.0
366205,D366205,52.505693,13.306026,"Wilmersdorfer Str. (U)/Charlottenburg (S), Berlin",True,True,[],['BUS'],163.0
8000249,MM,47.985581,10.186853,Memmingen,True,True,[871613],['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'REGIONAL_TRAIN'],78427.0
8000129,FTS,50.910661,9.185673,Treysa,True,True,[712541],['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'REGIONAL_TRAIN'],41341.0
8502032,OSBOS,47.315056,8.184468,Boniswil,True,True,[],['CITY_TRAIN'],
8001034,FBST,49.663251,8.451786,Bobstadt,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],19890.0
8006476,NWKH,49.392946,11.301035,Winkelhaid,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],60858.0
8300007,,45.451262,8.625109,Novara,True,False,[],[],
8001920,TE,48.7385453,9.30052221,Esslingen(Neckar),True,True,[556358],"['HIGH_SPEED_TRAIN' 'INTERCITY_TRAIN' 'INTER_REGIONAL_TRAIN' 'REGIONAL_TRAIN' 'CITY_TRAIN']",212068.0
954882,,51.669365,11.131275,"Mägdesprung (Bus), Harzgerode",True,False,[],['BUS'],
8010226,LMN,52.148843,11.641703,Magdeburg-Neustadt,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],161122.0
8101237,XAMTZ,47.275527,10.960529,Mötz,True,True,[],['REGIONAL_TRAIN' 'CITY_TRAIN'],
8012923,BSCH,51.990797,13.777723,Schönwalde(Spreewald),True,True,[],['REGIONAL_TRAIN'],27792.0
8012079,DKTW,50.945143,13.859704,Köttewitz,True,True,[],['REGIONAL_TRAIN'],20172.0
8005355,HSCL,52.022364,10.550134,Schladen(Harz),True,True,[],['REGIONAL_TRAIN'],49852.0
8003877,MMOS,47.774099,10.609997,Marktoberdorf Schule,True,True,[],['REGIONAL_TRAIN'],24137.0
8012640,DPIC,50.96811,13.933872,Pirna-Copitz,True,True,[8012645],['REGIONAL_TRAIN'],18248.0
8070338,KBROB,50.480872,7.332053,Brohl(Brohltalbahn),True,True,[8001186],['REGIONAL_TRAIN'],587.0
